2022-12-0713,20.8,0.5689607932833627,540,7,22,45.0,30.0
2022-12-0714,20.200000000000003,0.5732270116843033,525,7,23,40.0,32.0
2022-12-0715,23.95,0.5807910201295617,622,7,25,55.0,33.0
2022-12-0813,15.4,0.5321742339065255,400,7,20,42.0,12.0
2022-12-0814,20.25,0.5705259554874139,526,7,21,54.0,20.0
2022-12-0815,19.25,0.572474017122281,500,7,20,37.0,33.0
2022-12-0816,1.0,0.21805864197530866,26,13,1,2.0,0.0
2022-12-119,1.4,0.2107058823529412,36,18,1,2.0,0.0
2022-12-1110,21.4,0.5656150108893164,556,7,21,49.0,30.0
2022-12-1111,18.85,0.5421916133891828,490,7,22,37.0,28.0
2022-12-1112,17.4,0.5341355572925018,452,7,21,26.0,32.0
2022-12-1113,0.6000000000000001,nan,15,15,1,1.0,0.0
2022-12-1212,0.7,0.16644510582010583,18,18,1,1.0,0.0
2022-12-1213,27.6,0.5811531257194451,717,7,25,65.0,33.0
2022-12-1214,29.35,0.6124377109130582,763,6,25,75.0,40.0
2022-12-1215,28.15,0.6346056992390325,731,6,26,73.0,41.0
2022-12-1216,2.0,0.30213846801346805,52,13,4,4.0,0.0
2022-12-1313,21.95,0.5882585277890833,570,7,23,49.0,32.0
2022-12-1314,24.699999999999996,0.5984524672986479,642,6,26,60.0,33.0
2022-12-1315,24.9,0.5988654119928426,647,6,26,54.0,42.0
2022-12-1413,16.35,0.5362740575396825,425,6,25,33.0,28.0
2022-12-1414,18.45,0.5407485651822457,479,7,26,38.0,28.0
2022-12-1415,23.65,0.5728150561501256,614,7,25,43.0,42.0
2022-12-1416,0.7000000000000001,0.1872283950617284,18,18,1,1.0,0.0
2022-12-1512,0.7000000000000001,0.17284567901234568,18,18,1,1.0,0.0
2022-12-1513,16.4,0.5354962613903587,426,7,17,39.0,18.0
2022-12-1514,18.6,0.5840834103268131,483,7,22,41.0,27.0
2022-12-1515,18.6,0.5502013356114052,483,7,22,42.0,24.0
2022-12-1516,0.8,0.17012088477366252,20,20,1,1.0,0.0
2022-12-189,0.55,0.18314814814814814,14,14,1,1.0,0.0
2022-12-1810,23.0,0.5566525867136979,598,7,22,50.0,30.0
2022-12-1811,21.3,0.5663632295173963,553,7,22,52.0,23.0
2022-12-1812,20.9,0.5719404523074663,543,7,22,50.0,25.0
2022-12-1913,18.9,0.549070267489712,491,7,24,44.0,25.0
2022-12-1914,27.05,0.6097288059933893,703,6,27,64.0,43.0
2022-12-1915,29.65,0.6159253354670021,770,6,26,69.0,49.0
2022-12-1916,0.5,0.159429012345679,13,13,1,1.0,0.0
2022-12-2013,19.95,0.5627019455467371,518,7,23,48.0,23.0
2022-12-2014,18.15,0.5495707200978034,471,7,26,37.0,25.0
2022-12-2015,21.3,0.5782935096667735,553,6,26,46.0,35.0
2022-12-2016,1.35,0.20453086419753083,35,17,2,2.0,0.0
2022-12-2113,14.0,0.5142929783950617,364,8,18,33.0,11.0
2022-12-2114,15.850000000000001,0.5468067735890653,412,7,21,38.0,19.0
2022-12-2115,18.799999999999997,0.5669513240874352,488,7,19,31.0,36.0
2022-12-2116,0.85,0.16996296296296295,22,22,1,1.0,0.0
2022-12-2213,6.25,0.4379503533138402,162,8,10,14.0,5.0
2022-12-2214,5.449999999999999,0.41708356481481484,141,9,9,11.0,4.0
2022-12-2215,4.05,0.35689886463844794,105,11,6,6.0,3.0
2023-01-0913,17.65,0.5889616163286302,458,7,23,44.0,21.0
2023-01-0914,11.85,0.5070689043209876,308,7,20,23.0,17.0
2023-01-0915,12.35,0.5030053240740742,321,7,19,14.0,27.0
2023-01-1012,0.6,nan,15,15,1,1.0,0.0
2023-01-1013,17.45,0.5618918926366843,453,7,21,33.0,30.0
2023-01-1014,20.7,0.5343365002538614,538,7,23,43.0,28.0
2023-01-1015,23.049999999999997,0.5751564344349067,599,6,23,40.0,46.0
2023-01-1016,1.2000000000000002,0.21828082411415747,31,15,2,0.0,2.0
2023-01-1112,0.6,0.16417548500881837,15,15,1,1.0,0.0
2023-01-1113,21.15,0.53984025439581,549,7,23,42.0,28.0
2023-01-1114,26.799999999999997,0.5696196857797552,696,7,25,56.0,41.0
2023-01-1115,20.85,0.5835967985075624,542,6,23,39.0,39.0
2023-01-1116,1.75,0.2596147486772487,45,11,3,4.0,0.0
2023-01-1213,12.55,0.533079508377425,326,7,17,27.0,16.0
2023-01-1214,17.9,0.550819427910053,465,7,18,37.0,23.0
2023-01-1215,17.1,0.5662646917254556,444,7,21,36.0,26.0
2023-01-1216,0.6499999999999999,0.17638580246913582,16,16,1,0.0,1.0
2023-01-1510,19.0,0.5852492026748971,494,7,19,38.0,31.0
2023-01-1511,21.549999999999997,0.5688292588584256,560,7,22,48.0,28.0
2023-01-1512,18.349999999999998,0.5440843658142268,477,7,21,32.0,33.0
2023-01-1513,0.6499999999999999,0.15006084656084656,16,16,1,0.0,1.0
2023-01-1612,0.8,nan,20,20,1,1.0,0.0
2023-01-1613,20.650000000000002,0.5565909758965315,536,7,25,45.0,27.0
2023-01-1614,26.9,0.5964961045641601,699,6,27,65.0,36.0
2023-01-1615,34.95,0.6235920844326789,908,6,27,85.0,49.0
2023-01-1616,4.6,0.34330165692007797,119,10,7,10.0,1.0
2023-01-1712,5.199999999999999,0.4173005104463438,135,9,3,15.0,0.0
2023-01-1713,32.4,0.6115904227716727,842,6,23,98.0,24.0
2023-01-1714,40.8,0.6276630172484575,1060,6,26,108.0,53.0
2023-01-1715,39.75,0.6434037691792595,1033,6,25,106.0,56.0
2023-01-1716,3.45,0.3056328347578347,89,12,6,7.0,0.0
2023-01-1812,5.199999999999999,0.36632687041678275,135,10,2,13.0,0.0
2023-01-1813,33.65,0.6097171016355044,874,6,24,108.0,21.0
2023-01-1814,31.75,0.6229111447130543,825,6,25,99.0,27.0
2023-01-1815,26.05,0.5950632817157122,677,6,24,54.0,44.0
2023-01-1816,0.8,nan,20,20,1,1.0,0.0
2023-01-1913,13.95,0.5327222222222222,362,7,20,35.0,12.0
2023-01-1914,22.25,0.5666342866495645,578,7,23,52.0,26.0
2023-01-1915,21.1,0.5685491712762546,548,6,23,49.0,30.0
2023-01-229,0.7000000000000001,nan,18,18,1,1.0,0.0
2023-01-2210,23.1,0.5965880695179306,600,6,21,52.0,38.0
2023-01-2211,21.45,0.5701568691211052,557,7,21,50.0,28.0
2023-01-2212,21.35,0.5830344860643472,555,7,22,49.0,29.0
2023-01-2213,1.3,0.24101543209876541,33,11,3,3.0,0.0
2023-01-2311,0.55,nan,14,14,1,1.0,0.0
2023-01-2313,17.85,0.5605504537771899,464,7,30,50.0,13.0
2023-01-2314,21.85,0.5919371767662703,568,6,28,50.0,33.0
2023-01-2315,35.25,0.6349258803408931,916,6,30,70.0,70.0
2023-01-2316,0.9000000000000001,0.2257268518518519,23,11,2,1.0,1.0
2023-01-247,1.1,0.21343660968660969,28,14,1,2.0,0.0
2023-01-249,0.6,0.1920331790123457,15,15,1,1.0,0.0
2023-01-2410,4.25,0.3903551007147499,110,10,1,11.0,0.0
2023-01-2411,2.15,0.3138664756025868,55,11,1,5.0,0.0
2023-01-2412,2.5,0.24466633947026104,65,16,2,4.0,0.0
2023-01-2413,24.8,0.5955874075512965,644,6,23,59.0,34.0
2023-01-2414,28.6,0.6054002429797568,743,6,27,65.0,46.0
2023-01-2415,23.799999999999997,0.579686723050612,618,7,28,46.0,42.0
2023-01-2416,0.55,nan,14,14,1,1.0,0.0
2023-01-255,0.7,nan,18,18,1,1.0,0.0
2023-01-257,2.95,0.3129933669049167,76,12,1,6.0,0.0
2023-01-259,0.7,0.17685714285714285,18,18,1,1.0,0.0
2023-01-2511,0.55,nan,14,14,1,1.0,0.0
2023-01-2512,1.5,0.2354894745172523,39,13,1,3.0,0.0
2023-01-2513,18.299999999999997,0.556986436287478,475,7,23,53.0,14.0
2023-01-2514,23.9,0.6036532799055369,621,6,26,56.0,37.0
2023-01-2515,28.049999999999997,0.6016649953313148,729,6,28,60.0,46.0
2023-01-266,0.6,nan,15,15,1,1.0,0.0
2023-01-2612,0.8,0.255270061728395,20,10,2,2.0,0.0
2023-01-2613,12.7,0.5303295304232805,330,8,17,29.0,12.0
2023-01-2614,16.9,0.5355789888494384,439,7,22,33.0,26.0
2023-01-2615,17.75,0.5298865079365079,461,7,19,37.0,24.0
2023-01-2616,2.05,0.25371216168091165,53,13,3,3.0,1.0
2023-01-278,0.75,0.16817283950617287,19,19,1,1.0,0.0
2023-01-2710,0.6000000000000001,0.1784259259259259,15,15,1,1.0,0.0
2023-01-2711,0.55,0.1732793209876543,14,14,1,1.0,0.0
2023-01-299,1.75,0.22422427983539095,45,15,1,3.0,0.0
2023-01-2910,23.700000000000003,0.5978952138782,616,6,20,62.0,27.0
2023-01-2911,20.799999999999997,0.5772813408556464,540,7,20,42.0,33.0
2023-01-2912,20.950000000000003,0.579067468334135,544,7,20,41.0,35.0
2023-01-2913,0.7,0.1919708994708995,18,18,1,1.0,0.0
2023-01-305,0.6499999999999999,nan,16,16,1,1.0,0.0
2023-01-306,1.7999999999999998,0.22470576131687245,46,15,1,3.0,0.0
2023-01-307,0.6000000000000001,0.14285493827160492,15,15,1,1.0,0.0
2023-01-309,1.2000000000000002,0.208346310325477,31,15,1,2.0,0.0
2023-01-3010,0.55,nan,14,14,1,1.0,0.0
2023-01-3012,1.7000000000000002,0.2243287037037037,44,14,1,3.0,0.0
2023-01-3013,18.75,0.5570996656378601,487,7,25,47.0,19.0
2023-01-3014,21.1,0.5634283032939282,548,7,25,45.0,31.0
2023-01-3015,29.0,0.619255209245487,754,6,28,65.0,48.0
2023-01-3016,1.3,0.18259589947089946,33,16,2,1.0,1.0
2023-01-314,0.5,0.18694444444444444,13,13,1,1.0,0.0
2023-01-315,1.95,0.2650918209876543,50,12,1,4.0,0.0
2023-01-317,2.05,0.3025205761316872,53,10,1,5.0,0.0
2023-01-319,3.5,0.33575963245380464,91,11,1,8.0,0.0
2023-01-3110,4.15,0.3661497928849902,107,10,2,10.0,0.0
2023-01-3111,1.2,0.21257275132275133,31,15,1,2.0,0.0
2023-01-3112,1.35,0.2877935606060606,35,11,2,3.0,0.0
2023-01-3113,20.849999999999998,0.5911397450029394,542,6,23,45.0,33.0
2023-01-3114,21.8,0.5708232348284432,566,7,23,38.0,39.0
2023-01-3115,23.95,0.5914709759633371,622,6,26,41.0,48.0
2023-01-3116,1.5,0.25648533950617286,39,13,3,2.0,1.0
2023-02-014,0.65,nan,16,16,1,1.0,0.0
2023-02-015,1.6,0.26039109347442685,41,13,1,3.0,0.0
2023-02-016,3.1999999999999997,0.3261365592355176,83,11,1,7.0,0.0
2023-02-017,1.7999999999999998,0.2703161375661376,46,15,1,3.0,0.0
2023-02-019,0.6499999999999999,0.18297883597883602,16,16,1,1.0,0.0
2023-02-0111,3.1500000000000004,0.3744359315742758,81,11,1,7.0,0.0
2023-02-0113,16.4,0.5379116769547325,426,7,22,36.0,19.0
2023-02-0114,18.299999999999997,0.5614466435185186,475,7,25,47.0,19.0
2023-02-0115,27.099999999999998,0.5997092316890927,704,6,25,49.0,52.0
2023-02-0116,1.8,0.21233935920047028,46,15,3,1.0,2.0
2023-02-0213,10.35,0.467415233686067,269,8,14,16.0,15.0
2023-02-0214,15.7,0.5267114252645503,408,7,21,32.0,22.0
2023-02-0215,14.75,0.5518662147266313,383,7,19,26.0,28.0
2023-02-0216,0.5,nan,13,13,1,1.0,0.0
2023-02-039,0.65,0.17155555555555554,16,16,1,1.0,0.0
2023-02-0510,18.200000000000003,0.5733205914327443,473,7,21,44.0,22.0
2023-02-0511,17.7,0.5524945723386695,460,7,20,33.0,27.0
2023-02-0512,18.4,0.55792258614585,478,7,21,42.0,22.0
2023-02-0513,0.55,0.17229166666666665,14,14,1,1.0,0.0
2023-02-064,1.0,0.22577546296296294,26,13,1,2.0,0.0
2023-02-065,3.55,0.3122333412472302,92,13,1,7.0,0.0
2023-02-066,2.2,0.23790926717315608,57,14,1,4.0,0.0
2023-02-067,6.5,0.4374864969135803,169,8,1,19.0,0.0
2023-02-068,8.25,0.46941951754385963,214,8,1,25.0,0.0
2023-02-069,2.6500000000000004,0.30911491692193444,68,13,2,5.0,0.0
2023-02-0610,3.45,0.3369612979207277,89,11,3,8.0,0.0
2023-02-0611,6.300000000000001,0.40904433421516756,163,9,2,17.0,0.0
2023-02-0612,1.8,0.2827253687670354,46,11,1,4.0,0.0
